game,language,token,token_lower,origin_class,lineage_tags,in_tb_tokens,tb_key,tb_source_entity,in_filtered_dic_base,is_corpus_form,is_ghost_form,is_casing_inferred,source_base_words,assigned_flags,mandatory_flags_assigned,validated_flags_assigned,validated_flags_candidates,filter_status,filter_match_type,flag_evidence_summary,step4_related_bases,source_games,source_reports_count,source_rows_merged,origin_classes,filter_statuses,filter_match_types
DOFUS,fr,Hurlepoil,hurlepoil,tb_only,tb_filtered_base,True,,,True,False,False,False,Hurlepoil,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hurlescript,hurlescript,tb_only,tb_filtered_base,True,,,True,False,False,False,Hurlescript,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Hurlevent,hurlevent,tb_only,tb_filtered_base,True,,,True,False,False,False,Hurlevent,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hurlomouth,hurlomouth,tb_only,tb_filtered_base,True,,,True,False,False,False,Hurlomouth,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Hurluisant,hurluisant,tb_only,tb_filtered_base,True,,,True,False,False,False,Hurluisant,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO | TOUCH,fr,Hurour,hurour,tb_only,tb_filtered_base,True,,,True,False,False,False,Hurour,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Huruseru,huruseru,tb_only,tb_filtered_base,True,,,True,False,False,False,Huruseru,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Huré,huré,tb_only,tb_filtered_base,True,,,True,False,False,False,Huré,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
WAKFU,fr,Hush,hush,tb_only,tb_filtered_base,True,,,True,False,False,False,Hush,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
RETRO | TOUCH,fr,Husimuh,husimuh,tb_only,tb_filtered_base,True,,,True,False,False,False,Husimuh,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Husion,husion,tb_only,tb_filtered_base,True,,,True,False,False,False,Husion,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Huskri,huskri,tb_only,tb_filtered_base,True,,,True,False,False,False,Huskri,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,HUSKUL,huskul,tb_only,tb_filtered_base,True,,,True,False,False,False,HUSKUL,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH | WAKFU,fr,Huss,huss,tb_only,tb_filtered_base,True,,,True,False,False,False,Huss,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH | WAKFU,4,4,tb_only,kept_neologism,
DOFUS | TOUCH | WAKFU,fr,Husse,husse,tb_only,tb_filtered_base,True,,,True,False,False,False,Husse | husse,,,,,kept_neologism,,,,DOFUS | TOUCH | WAKFU,3,3,tb_only,kept_neologism,
TOUCH,fr,Hustion,hustion,tb_only,tb_filtered_base,True,,,True,False,False,False,Hustion,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
DOFUS | RETRO,fr,Husuth,husuth,tb_only,tb_filtered_base,True,,,True,False,False,False,Husuth,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Huta,huta,tb_only,tb_filtered_base,True,,,True,False,False,False,Huta,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Hutemuf,hutemuf,tb_only,tb_filtered_base,True,,,True,False,False,False,Hutemuf,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
WAKFU,fr,Huteur,huteur,tb_only,tb_filtered_base,True,,,True,False,False,False,Huteur,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
RETRO | TOUCH,fr,Hutorudu,hutorudu,tb_only,tb_filtered_base,True,,,True,False,False,False,Hutorudu,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
RETRO | TOUCH,fr,Huve,huve,tb_only,tb_filtered_base,True,,,True,False,False,False,Huve,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,fr,Huwlement,huwlement,tb_only,tb_filtered_base,True,,,True,False,False,False,Huwlement,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Huze,huze,tb_only,tb_filtered_base,True,,,True,False,False,False,Huze,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Huzohide,huzohide,tb_only,tb_filtered_base,True,,,True,False,False,False,Huzohide,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS,fr,Hyaignement,hyaignement,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyaignement,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hyakune,hyakune,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyakune,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Hyble,hyble,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyble,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,Hybon,hybon,tb_only,tb_filtered_base,True,,,True,False,False,False,Hybon,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Hydale,hydale,tb_only,tb_filtered_base,True,,,True,False,False,False,Hydale,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hydrage,hydrage,tb_only,tb_filtered_base,True,,,True,False,False,False,Hydrage,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hydragon,hydragon,tb_only,tb_filtered_base,True,,,True,False,False,False,Hydragon,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hydrassemble,hydrassemble,tb_only,tb_filtered_base,True,,,True,False,False,False,Hydrassemble,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hydravage,hydravage,tb_only,tb_filtered_base,True,,,True,False,False,False,Hydravage,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hydrazzia,hydrazzia,tb_only,tb_filtered_base,True,,,True,False,False,False,Hydrazzia,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAVEN,fr,Hydro,hydro,tb_only,tb_filtered_base,True,,,True,False,False,False,Hydro,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
WAKFU,fr,Hydro-Célérité,hydro-célérité,tb_only,tb_filtered_base,True,,,True,False,False,False,Hydro-Célérité,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hydrokinésie,hydrokinésie,tb_only,tb_filtered_base,True,,,True,False,False,False,Hydrokinésie,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Hydromiel,hydromiel,tb_only,tb_filtered_base,True,,,True,False,False,False,Hydromiel,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hydromiellerie,hydromiellerie,tb_only,tb_filtered_base,True,,,True,False,False,False,Hydromiellerie,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hydrophilie,hydrophilie,tb_only,tb_filtered_base,True,,,True,False,False,False,Hydrophilie,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Hydrose,hydrose,tb_only,tb_filtered_base,True,,,True,False,False,False,Hydrose,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAVEN,fr,Hydrotoxique,hydrotoxique,tb_only,tb_filtered_base,True,,,True,False,False,False,Hydrotoxique,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
WAVEN,fr,Hydrotoxiques,hydrotoxiques,tb_only,tb_filtered_base,True,,,True,False,False,False,Hydrotoxiques,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
WAKFU | WAVEN,fr,Hydruille,hydruille,tb_only,tb_filtered_base,True,,,True,False,False,False,Hydruille,,,,,kept_neologism,,,,WAKFU | WAVEN,2,2,tb_only,kept_neologism,
WAVEN,fr,Hydruilles,hydruilles,tb_only,tb_filtered_base,True,,,True,False,False,False,Hydruilles,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
WAKFU,fr,Hydruillocharge,hydruillocharge,tb_only,tb_filtered_base,True,,,True,False,False,False,Hydruillocharge,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,hygdales,hygdales,tb_only,tb_filtered_base,True,,,True,False,False,False,hygdales,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Hygetpur,hygetpur,tb_only,tb_filtered_base,True,,,True,False,False,False,Hygetpur,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hygrade,hygrade,tb_only,tb_filtered_base,True,,,True,False,False,False,Hygrade,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Hyl,hyl,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyl,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH | WAKFU,fr,Hyldegarde,hyldegarde,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyldegarde,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH | WAKFU,4,4,tb_only,kept_neologism,
WAKFU,fr,Hylhe,hylhe,tb_only,tb_filtered_base,True,,,True,False,False,False,Hylhe,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Hylique,hylique,tb_only,tb_filtered_base,True,,,True,False,False,False,Hylique,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Hynère,hynère,tb_only,tb_filtered_base,True,,,True,False,False,False,Hynère,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Hyoactif,hyoactif,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyoactif,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hyolite,hyolite,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyolite,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
TOUCH,fr,Hyonaire,hyonaire,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyonaire,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
DOFUS,fr,Hypercut,hypercut,tb_only,tb_filtered_base,True,,,True,False,False,False,Hypercut,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hyperleukocytine,hyperleukocytine,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyperleukocytine,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hypermouth,hypermouth,tb_only,tb_filtered_base,True,,,True,False,False,False,Hypermouth,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hypernation,hypernation,tb_only,tb_filtered_base,True,,,True,False,False,False,Hypernation,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hyperscampe,hyperscampe,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyperscampe,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
TOUCH,fr,Hypervitesse,hypervitesse,tb_only,tb_filtered_base,True,,,True,False,False,False,Hypervitesse,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hypoglyphe,hypoglyphe,tb_only,tb_filtered_base,True,,,True,False,False,False,Hypoglyphe,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Hyporg,hyporg,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyporg,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hyppolite,hyppolite,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyppolite,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,fr,Hyppolyte,hyppolyte,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyppolyte,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Hypéria,hypéria,tb_only,tb_filtered_base,True,,,True,False,False,False,Hypéria,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
TOUCH,fr,Hyquête,hyquête,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyquête,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
DOFUS,fr,Hyrda,hyrda,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyrda,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hyrini,hyrini,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyrini,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH | WAKFU,fr,Hyrkul,hyrkul,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyrkul,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH | WAKFU,4,4,tb_only,kept_neologism,
DOFUS,fr,Hyrkuléenne,hyrkuléenne,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyrkuléenne,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hyssérine,hyssérine,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyssérine,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,fr,Hyste,hyste,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyste,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Hystik,hystik,tb_only,tb_filtered_base,True,,,True,False,False,False,Hystik,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hystéria,hystéria,tb_only,tb_filtered_base,True,,,True,False,False,False,Hystéria,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hystérire,hystérire,tb_only,tb_filtered_base,True,,,True,False,False,False,Hystérire,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
TOUCH,fr,Hyto,hyto,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyto,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
TOUCH,fr,Hyum,hyum,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyum,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Hyumuie,hyumuie,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyumuie,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS,fr,Hyurianger,hyurianger,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyurianger,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hywan,hywan,tb_only,tb_filtered_base,True,,,True,False,False,False,Hywan,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hyze,hyze,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyze,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Hyènifer,hyènifer,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyènifer,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hyènnissement,hyènnissement,tb_only,tb_filtered_base,True,,,True,False,False,False,Hyènnissement,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hâ'Boârr,hâ'boârr,tb_only,tb_filtered_base,True,,,True,False,False,False,Hâ'Boârr,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Hâppé,hâppé,tb_only,tb_filtered_base,True,,,True,False,False,False,Hâppé,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,hâvre-sac,hâvre-sac,tb_only,tb_filtered_base,True,,,True,False,False,False,hâvre-sac,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Hète,hète,tb_only,tb_filtered_base,True,,,True,False,False,False,Hète,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hébreuze,hébreuze,tb_only,tb_filtered_base,True,,,True,False,False,False,Hébreuze,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Hébuse,hébuse,tb_only,tb_filtered_base,True,,,True,False,False,False,Hébuse,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Héchaud,héchaud,tb_only,tb_filtered_base,True,,,True,False,False,False,Héchaud,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Hécouanone,hécouanone,tb_only,tb_filtered_base,True,,,True,False,False,False,Hécouanone,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Hécure,hécure,tb_only,tb_filtered_base,True,,,True,False,False,False,Hécure,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Hédite,hédite,tb_only,tb_filtered_base,True,,,True,False,False,False,Hédite,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | TOUCH | WAKFU,fr,Hédivines,hédivines,tb_only,tb_filtered_base,True,,,True,False,False,False,Hédivines,,,,,kept_neologism,,,,DOFUS | TOUCH | WAKFU,3,3,tb_only,kept_neologism,
DOFUS,fr,Hégisippe,hégisippe,tb_only,tb_filtered_base,True,,,True,False,False,False,Hégisippe,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hékipe,hékipe,tb_only,tb_filtered_base,True,,,True,False,False,False,Hékipe,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Hélabète,hélabète,tb_only,tb_filtered_base,True,,,True,False,False,False,Hélabète,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS,fr,Héliberté,héliberté,tb_only,tb_filtered_base,True,,,True,False,False,False,Héliberté,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hélicite,hélicite,tb_only,tb_filtered_base,True,,,True,False,False,False,Hélicite,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Hélikokoptère,hélikokoptère,tb_only,tb_filtered_base,True,,,True,False,False,False,Hélikokoptère,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Hélixir,hélixir,tb_only,tb_filtered_base,True,,,True,False,False,False,Hélixir,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hélème,hélème,tb_only,tb_filtered_base,True,,,True,False,False,False,Hélème,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Hémal,hémal,tb_only,tb_filtered_base,True,,,True,False,False,False,Hémal,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
WAKFU,fr,Hémocassins,hémocassins,tb_only,tb_filtered_base,True,,,True,False,False,False,Hémocassins,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Hémorasoir,hémorasoir,tb_only,tb_filtered_base,True,,,True,False,False,False,Hémorasoir,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Hémoulrragie,hémoulrragie,tb_only,tb_filtered_base,True,,,True,False,False,False,Hémoulrragie,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Héole,héole,tb_only,tb_filtered_base,True,,,True,False,False,False,Héole,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,fr,Hépaite,hépaite,tb_only,tb_filtered_base,True,,,True,False,False,False,Hépaite,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hépie,hépie,tb_only,tb_filtered_base,True,,,True,False,False,False,Hépie,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Héqache,héqache,tb_only,tb_filtered_base,True,,,True,False,False,False,Héqache,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hérale,hérale,tb_only,tb_filtered_base,True,,,True,False,False,False,Hérale,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
TOUCH,fr,Héreauïque,héreauïque,tb_only,tb_filtered_base,True,,,True,False,False,False,Héreauïque,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hérine,hérine,tb_only,tb_filtered_base,True,,,True,False,False,False,Hérine,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hérissage,hérissage,tb_only,tb_filtered_base,True,,,True,False,False,False,Hérissage,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Héroclite,héroclite,tb_only,tb_filtered_base,True,,,True,False,False,False,Héroclite,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH | WAKFU,fr,Héroe,héroe,tb_only,tb_filtered_base,True,,,True,False,False,False,Héroe,,,,,kept_neologism,,,,DOFUS | TOUCH | WAKFU,3,3,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hétale,hétale,tb_only,tb_filtered_base,True,,,True,False,False,False,Hétale,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,fr,Héton,héton,tb_only,tb_filtered_base,True,,,True,False,False,False,Héton,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Hétorique,hétorique,tb_only,tb_filtered_base,True,,,True,False,False,False,Hétorique,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Hétype,hétype,tb_only,tb_filtered_base,True,,,True,False,False,False,Hétype,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Hévlalav,hévlalav,tb_only,tb_filtered_base,True,,,True,False,False,False,Hévlalav,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH | WAKFU,fr,Hête,hête,tb_only,tb_filtered_base,True,,,True,False,False,False,Hête,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH | WAKFU,4,4,tb_only,kept_neologism,
DOFUS,fr,Hönger,hönger,tb_only,tb_filtered_base,True,,,True,False,False,False,Hönger,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Hülda,hülda,tb_only,tb_filtered_base,True,,,True,False,False,False,Hülda,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,I'm,i'm,tb_only,tb_filtered_base,True,,,True,False,False,False,I'm,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Iakos,iakos,tb_only,tb_filtered_base,True,,,True,False,False,False,Iakos,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS,fr,Iasamar,iasamar,tb_only,tb_filtered_base,True,,,True,False,False,False,Iasamar,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Ibalo,ibalo,tb_only,tb_filtered_base,True,,,True,False,False,False,Ibalo,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
RETRO | TOUCH,fr,Ibemul,ibemul,tb_only,tb_filtered_base,True,,,True,False,False,False,Ibemul,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
RETRO | TOUCH,fr,Ibere,ibere,tb_only,tb_filtered_base,True,,,True,False,False,False,Ibere,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
RETRO | TOUCH,fr,Ibihule,ibihule,tb_only,tb_filtered_base,True,,,True,False,False,False,Ibihule,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,fr,ibjof,ibjof,tb_only,tb_filtered_base,True,,,True,False,False,False,ibjof,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,fr,Ibo-Nanga,ibo-nanga,tb_only,tb_filtered_base,True,,,True,False,False,False,Ibo-Nanga,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
RETRO | TOUCH,fr,Ibogim,ibogim,tb_only,tb_filtered_base,True,,,True,False,False,False,Ibogim,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Iboisée,iboisée,tb_only,tb_filtered_base,True,,,True,False,False,False,Iboisée,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO | TOUCH,fr,Ibomo,ibomo,tb_only,tb_filtered_base,True,,,True,False,False,False,Ibomo,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
RETRO | TOUCH,fr,Iborori,iborori,tb_only,tb_filtered_base,True,,,True,False,False,False,Iborori,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Ibouille,ibouille,tb_only,tb_filtered_base,True,,,True,False,False,False,Ibouille,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
